target_label,seed,score,known_coverage_target,threshold,known_test_coverage,known_false_reject_rate,unknown_recall,unknown_auroc,unknown_auprc,known_accepted_l3_accuracy,known_rejected_parent_accuracy,unknown_rejected_parent_accuracy,unknown_parent_safe_rate,known_accepted_l3_risk,known_hierarchical_accuracy,unknown_hierarchical_accuracy,combined_hierarchical_accuracy,unknown_unsafe_accept_rate,n_val_known,n_test_known,n_test_unknown
CD8 TEM_4,42,one_minus_margin,0.95,0.6319808959960938,0.9430999549752364,0.05690004502476362,0.1758326878388846,0.5920555879707503,0.1229282469321842,0.9370412364981798,0.7606330365974283,0.9295154185022027,0.16343919442292795,0.06295876350182017,0.9270036019810896,0.16343919442292795,0.8752820189936513,0.8241673121611154,9871,17768,1291
CD8 TEM_4,42,one_minus_margin,0.8,0.23794883489608765,0.7883836109860423,0.21161638901395768,0.4469403563129357,0.5920555879707503,0.1229282469321842,0.961521987435751,0.8723404255319149,0.9653379549393414,0.4314484895429899,0.03847801256424899,0.9426497073390365,0.4314484895429899,0.9080224565821922,0.5530596436870643,9871,17768,1291
CD8 TEM_4,42,energy,0.95,-4.671292304992676,0.9473773075191355,0.05262269248086448,0.10689388071262587,0.4587573513999702,0.0677959488652788,0.9312659656626864,0.73475935828877,0.8913043478260869,0.09527498063516654,0.06873403433731362,0.9209252588923909,0.09527498063516654,0.8649981635972507,0.8931061192873742,9871,17768,1291
CD8 TEM_4,42,energy,0.8,-4.86531400680542,0.8078005402971634,0.19219945970283656,0.16343919442292795,0.4587573513999702,0.0677959488652788,0.9283773427158085,0.9071742313323572,0.919431279620853,0.15027110766847404,0.07162265728419148,0.9243021161638901,0.15027110766847404,0.871871556744845,0.836560805577072,9871,17768,1291
CD8 TEM_4,43,one_minus_max_probability,0.95,0.2767804265022278,0.940285907248987,0.05971409275101306,0.1959721146398141,0.4758113307206648,0.08803668194462799,0.9411025318728676,0.7276154571159283,0.9683794466403162,0.18977536793183578,0.05889746812713237,0.9283543448896894,0.18977536793183578,0.8783252006925861,0.8040278853601859,9871,17768,1291
CD8 TEM_4,43,one_minus_max_probability,0.8,0.21664923429489136,0.7922669968482665,0.20773300315173346,0.2509682416731216,0.4758113307206648,0.08803668194462799,0.9390495133906372,0.9046328908154971,0.9753086419753086,0.2447714949651433,0.06095048660936275,0.9319000450247636,0.2447714949651433,0.8853559997901254,0.7490317583268784,9871,17768,1291
CD8 TEM_4,43,one_minus_margin,0.95,0.372503399848938,0.940454750112562,0.05954524988743809,0.2013942680092951,0.4920203328135665,0.09644310412783733,0.9412327947336924,0.7306238185255198,0.9692307692307692,0.19519752130131682,0.05876720526630763,0.9286920306168392,0.19519752130131682,0.8790072931423475,0.7986057319907048,9871,17768,1291
CD8 TEM_4,43,one_minus_margin,0.8,0.23040026426315308,0.7923232778027915,0.20767672219720845,0.2858249419054996,0.4920203328135665,0.09644310412783733,0.9440261400767155,0.8964769647696477,0.975609756097561,0.278853601859024,0.05597385992328452,0.9341512832057631,0.278853601859024,0.8897633663885828,0.7141750580945004,9871,17768,1291
CD8 TEM_4,43,energy,0.95,-4.486090183258057,0.9385411976587122,0.061458802341287706,0.24089852827265684,0.5559640853398882,0.12311551486806897,0.9404533461261694,0.7335164835164835,0.9742765273311897,0.23470178156467855,0.059546653873830624,0.9277352543899144,0.23470178156467855,0.8807912272417231,0.7591014717273431,9871,17768,1291
CD8 TEM_4,43,energy,0.8,-5.032299041748047,0.7933926159387663,0.2066073840612337,0.3896204492641363,0.5559640853398882,0.12311551486806897,0.9521174718025112,0.8809588667937892,0.9821073558648111,0.3826491092176607,0.04788252819748884,0.9374155785682126,0.3826491092176607,0.8998373471850569,0.6103795507358637,9871,17768,1291
B naive lambda,41,one_minus_max_probability,0.95,0.3315022587776184,0.9386711148179038,0.06132888518209619,0.060240963855421686,0.430318773006957,0.00390633241021955,0.9341902618173202,0.7760652765185857,0.6,0.03614457831325301,0.06580973818267977,0.9244926327495134,0.03614457831325301,0.920411777728581,0.9397590361445783,9992,17985,83
B naive lambda,41,one_minus_max_probability,0.8,0.21026235818862915,0.7759799833194329,0.22402001668056715,0.10843373493975904,0.430318773006957,0.00390633241021955,0.9390942963599885,0.9091586001489204,0.6666666666666666,0.07228915662650602,0.060905703640011466,0.9323881011954407,0.07228915662650602,0.9284370157183972,0.891566265060241,9992,17985,83
B naive lambda,41,one_minus_margin,0.95,0.49009084701538086,0.9390603280511537,0.06093967194884626,0.060240963855421686,0.44022930755549305,0.00403254932776633,0.9341583279057375,0.7883211678832117,0.6,0.03614457831325301,0.0658416720942625,0.9252710592160134,0.03614457831325301,0.9211866282931149,0.9397590361445783,9992,17985,83
B naive lambda,41,one_minus_margin,0.8,0.22547107934951782,0.7705309980539339,0.22946900194606618,0.14457831325301204,0.44022930755549305,0.00403254932776633,0.9466012411603406,0.9006542282529683,0.6666666666666666,0.0963855421686747,0.05339875883965939,0.9360578259660829,0.0963855421686747,0.9322005756032765,0.8554216867469879,9992,17985,83
B naive lambda,41,energy,0.95,-4.6651811599731445,0.9384487072560467,0.061551292743953295,0.03614457831325301,0.4507893123787895,0.004153278300266249,0.9329896907216495,0.7570009033423668,0.3333333333333333,0.012048192771084338,0.0670103092783505,0.9221573533500139,0.012048192771084338,0.9179765330971884,0.963855421686747,9992,17985,83
B naive lambda,41,energy,0.8,-4.979922294616699,0.7906588824020017,0.20934111759799834,0.14457831325301204,0.4507893123787895,0.004153278300266249,0.9370604781997187,0.901195219123506,0.75,0.10843373493975904,0.06293952180028128,0.9295524047817626,0.10843373493975904,0.9257803852114235,0.8554216867469879,9992,17985,83
B naive lambda,42,one_minus_max_probability,0.95,0.29593533277511597,0.9406171809841535,0.059382819015846536,0.07228915662650602,0.42205016898285386,0.003913753757740489,0.9287107643199148,0.7453183520599251,0.5,0.03614457831325301,0.07128923568008516,0.9178204058938004,0.03614457831325301,0.9137702014611467,0.927710843373494,9992,17985,83
