class_label,modality,marker_group,representative_markers,available_panel_markers,n_representative_markers,n_available_panel_markers,top20_attribution_features,top20_marker_hits,top20_marker_fraction,n_correct_attribution_cells,n_checkpoint_runs_with_correct_cells,n_checkpoint_runs,mean_f1,total_test_support,mean_rna_weight,mean_adt_weight,mean_fusion_weight,interpretation,source
cDC1,ADT,dc,CD1c;CD11c;HLA-DR,CD1c;CD11c;HLA-DR,3,3,CD71;CD141;CD275-2;CD370;CD26-2;CD117;CD54;CD305;CD49d;CD52;CD366;CD205;CD45-2;Integrin-7;CD81;CD38-1;CD103;CD34;CD72;HLA-DR,1,0.3333333333333333,180,24,24,0.9773548864984276,151,0.21526898420833332,0.05605091804166667,0.7286800975,representative panel evidence; not a complete marker definition or causal attribution,"current MOSAIC full checkpoints, 8 donors x 3 seeds"
cDC2_1,RNA,dc,FCER1A;CST3;CLEC10A,FCER1A;CST3;CLEC10A,3,3,CD1C;MNDA;IFI16;FCER1A;PYHIN1;CLEC10A;SLAMF8;CXCL16;FCRL1;MRC1;VMO1;MLLT3;P2RX1;MANF;ABR;HSPA1A;CD68;HLA-DQA1;FCRL2;HLA-DRB5,2,0.6666666666666666,192,24,24,0.7038266514577747,772,0.1773786594583333,0.07820520145833333,0.7444161395833332,representative panel evidence; not a complete marker definition or causal attribution,"current MOSAIC full checkpoints, 8 donors x 3 seeds"
cDC2_1,ADT,dc,CD1c;CD11c;HLA-DR,CD1c;CD11c;HLA-DR,3,3,Integrin-7;CD1c;HLA-DR;CD71;CD195;CD172a;CD271;CD49d;CD305;CD366;CD45-2;CD72;CD163;CD22;CD64;CD1d;CD14;CLEC12A;CD301;CD205,2,0.6666666666666666,192,24,24,0.7038266514577747,772,0.1773786594583333,0.07820520145833333,0.7444161395833332,representative panel evidence; not a complete marker definition or causal attribution,"current MOSAIC full checkpoints, 8 donors x 3 seeds"
cDC2_2,RNA,dc,FCER1A;CST3;CLEC10A,FCER1A;CST3;CLEC10A,3,3,CD1C;FCER1A;IFI16;MNDA;PYHIN1;ARHGEF11;AQP3;VMO1;C9orf72;HLA-DRB5;FCRL2;CXCL16;SLAMF8;RPS6;FCRL1;NEU1;FLT3;CLEC10A;HLA-DQA1;UBC,2,0.6666666666666666,192,24,24,0.9314958463999128,1729,0.24454351416666667,0.06870460270833333,0.6867518829166667,representative panel evidence; not a complete marker definition or causal attribution,"current MOSAIC full checkpoints, 8 donors x 3 seeds"
cDC2_2,ADT,dc,CD1c;CD11c;HLA-DR,CD1c;CD11c;HLA-DR,3,3,Integrin-7;CD1c;CD271;HLA-DR;CD195;CD71;CD72;CD49d;CD22;CD172a;CD305;CD14;CD366;CD45-2;CD205;CD45RA;CD55;CD103;CD56-2;CD11b-1,2,0.6666666666666666,192,24,24,0.9314958463999128,1729,0.24454351416666667,0.06870460270833333,0.6867518829166667,representative panel evidence; not a complete marker definition or causal attribution,"current MOSAIC full checkpoints, 8 donors x 3 seeds"
dnT_1,RNA,none,,,0,0,GZMK;DEPDC1B;OTULINL;RPL37;CYTOR;CD8A;IGKC;BASP1;VAMP8;GNLY;AC133644.2;ACSL1;SH3BP2;TRDC;EIF4G2;CD8B;TRABD2A;TMSB10;VAMP5;ABHD15,0,,126,20,24,0.4956806558280276,189,0.21628576670833333,0.13846132279166667,0.64525290875,representative panel evidence; not a complete marker definition or causal attribution,"current MOSAIC full checkpoints, 8 donors x 3 seeds"
dnT_1,ADT,none,,,0,0,CD314;CD45RA;CD28;CD8a;CD81;CD307e;CD4-1;CD8;CD27;CD18;CD109;CD44-1;Integrin-7;CD44-2;CD73;TCR-2;CD3-1;CD49d;CD305;CD244,0,,126,20,24,0.4956806558280276,189,0.21628576670833333,0.13846132279166667,0.64525290875,representative panel evidence; not a complete marker definition or causal attribution,"current MOSAIC full checkpoints, 8 donors x 3 seeds"
dnT_2,RNA,none,,,0,0,GZMK;DAB2;BASP1;RPL37;DEPDC1B;OTULINL;SAMD3;RPL23;EIF4G2;RNF217;SYPL1;IL7R;CUX1;CCL4L2;MYB;CYTOR;VNN2;ITM2B;TIGIT;RARA,0,,174,24,24,0.9267777795821172,167,0.15145595466666667,0.05237204649999999,0.79617201125,representative panel evidence; not a complete marker definition or causal attribution,"current MOSAIC full checkpoints, 8 donors x 3 seeds"
dnT_2,ADT,none,,,0,0,CD28;CD27;CD38-1;CD38-2;CD45RA;CD81;CD305;CD8a;CD278;CD8;CD4-1;CD3-1;CD55;CD314;CD71;CD99;TIGIT;CD226;Integrin-7;CD25,0,,174,24,24,0.9267777795821172,167,0.15145595466666667,0.05237204649999999,0.79617201125,representative panel evidence; not a complete marker definition or causal attribution,"current MOSAIC full checkpoints, 8 donors x 3 seeds"
gdT_1,RNA,gd_t,TRDC;TRGC1;TRGC2;CD3D,TRDC;TRGC1;TRGC2;CD3D,4,4,DIAPH3;CARS2;IRS2;TRAC;SCRN1;ARGLU1;HOTAIRM1;CHN2;C3AR1;TRGC2;KLHL33;KLRF1;NT5C3A;RAB20;CYTOR;TRDC;TRGC1;DEPDC1B;TNS3;HK2,3,0.75,192,24,24,0.9558273859835246,1633,0.13638644945833334,0.100996599,0.7626169516666668,representative panel evidence; not a complete marker definition or causal attribution,"current MOSAIC full checkpoints, 8 donors x 3 seeds"
gdT_1,ADT,gd_t,CD3;TCR-V-2;TCR-V-9,CD3;TCR-V-2;TCR-V-9,3,3,CD3-1;TCR-V-2;CD3-2;TCR-V-9;TCR-2;CD26-2;CD8a;Integrin-7;CD195;CD314;CD4-1;CD28;CD161;CD45RA;CD81;CD127;CD55;CD8;CD31;CD43,3,1.0,192,24,24,0.9558273859835246,1633,0.13638644945833334,0.100996599,0.7626169516666668,representative panel evidence; not a complete marker definition or causal attribution,"current MOSAIC full checkpoints, 8 donors x 3 seeds"
gdT_2,RNA,gd_t,TRDC;TRGC1;TRGC2;CD3D,TRDC;TRGC1;TRGC2;CD3D,4,4,TRDC;ARGLU1;CD8A;CARS2;CHN2;GNLY;IRS2;TRGC1;DIAPH3;TRGC2;MOB1A;CPVL;BST1;CD8B;RNF135;CCL5;KLRB1;CADM1;ARID5B;KLF7,3,0.75,99,15,24,0.4082507853427157,769,0.18014375570833333,0.09476676841666666,0.7250894741666668,representative panel evidence; not a complete marker definition or causal attribution,"current MOSAIC full checkpoints, 8 donors x 3 seeds"
gdT_2,ADT,gd_t,CD3;TCR-V-2;TCR-V-9,CD3;TCR-V-2;TCR-V-9,3,3,CD3-1;CD8a;CD8;TCR-2;CD57;Integrin-7;CD56-2;CD3-2;CD27;CD16;CD4-1;CD55;CD81;CD28;CD52;CD31;CD314;CD127;CD56-1;CD26-2,1,0.3333333333333333,99,15,24,0.4082507853427157,769,0.18014375570833333,0.09476676841666666,0.7250894741666668,representative panel evidence; not a complete marker definition or causal attribution,"current MOSAIC full checkpoints, 8 donors x 3 seeds"
gdT_3,RNA,gd_t,TRDC;TRGC1;TRGC2;CD3D,TRDC;TRGC1;TRGC2;CD3D,4,4,CARS2;DIAPH3;TRDC;KLHL33;CDK1;TRAC;ARGLU1;DDX21;ARID5B;ANK3;IRS2;ZWINT;MYO1G;TMEM273;PARD3;RAB20;AOAH;RTKN2;SKAP2;TRGC2,2,0.5,180,24,24,0.9208313395321188,724,0.1208166751875,0.09961502235416668,0.7795683008333333,representative panel evidence; not a complete marker definition or causal attribution,"current MOSAIC full checkpoints, 8 donors x 3 seeds"
gdT_3,ADT,gd_t,CD3;TCR-V-2;TCR-V-9,CD3;TCR-V-2;TCR-V-9,3,3,CD27;CD8a;CD73;CD8;CD314;CD3-1;TCR-2;CD4-1;Integrin-7;CD18;CD109;CD127;CD52;CD307e;CD28;TCR-1;CD45RA;CD279;CD38-2;CD99,1,0.3333333333333333,180,24,24,0.9208313395321188,724,0.1208166751875,0.09961502235416668,0.7795683008333333,representative panel evidence; not a complete marker definition or causal attribution,"current MOSAIC full checkpoints, 8 donors x 3 seeds"
gdT_4,RNA,gd_t,TRDC;TRGC1;TRGC2;CD3D,TRDC;TRGC1;TRGC2;CD3D,4,4,KLHL33;CARS2;CYTOR;TRDC;TRAC;RPL37;CD8A;RAB20;DIAPH3;BASP1;GNLY;ARGLU1;IRS2;CMC1;TIGIT;IL7R;SLFN11;GZMK;TRGC2;OTULINL,2,0.5,187,24,24,0.7204906325792144,523,0.16848515458333332,0.11575015179166666,0.7157646945833335,representative panel evidence; not a complete marker definition or causal attribution,"current MOSAIC full checkpoints, 8 donors x 3 seeds"
gdT_4,ADT,gd_t,CD3;TCR-V-2;TCR-V-9,CD3;TCR-V-2;TCR-V-9,3,3,CD3-1;CD81;CD8a;CD55;CD45RA;TIGIT;CD8;CD279;Integrin-7;CD226;CD27;TCR-2;CD3-2;CD4-1;CD305;CD57;CD314;CD127;CD43;CD16,1,0.3333333333333333,187,24,24,0.7204906325792144,523,0.16848515458333332,0.11575015179166666,0.7157646945833335,representative panel evidence; not a complete marker definition or causal attribution,"current MOSAIC full checkpoints, 8 donors x 3 seeds"
pDC,RNA,pdc,GZMB;IRF7,GZMB;IRF7,2,2,CBFA2T3;SERPINF1;ADGRE5;SLFN14;TK2;SIGLEC7;NKG7;RPL13;LINC00996;CNIH4;PAXX;AP000547.3;NACC2;HIPK2;DNAJA1;CLIC3;BID;HLA-DPA1;TUBB4B;PTPN4,0,0.0,192,24,24,0.99518424164698,861,0.2743794379166667,0.062464009125,0.6631565512500001,representative panel evidence; not a complete marker definition or causal attribution,"current MOSAIC full checkpoints, 8 donors x 3 seeds"
pDC,ADT,pdc,CD123;CD303;CD304;HLA-DR,CD123;CD303;CD304;HLA-DR,4,4,CD71;CD304;CD303;CD123;CD305;CD271;CD45RA;CD48;CD98;CD99;CD85g;CD45-2;CD2;CD275-2;CD49d;Integrin-7;CD31;CD102;CD45RB;CD195,3,0.75,192,24,24,0.99518424164698,861,0.2743794379166667,0.062464009125,0.6631565512500001,representative panel evidence; not a complete marker definition or causal attribution,"current MOSAIC full checkpoints, 8 donors x 3 seeds"
