seed,class_label,modality,donor_a,donor_b,n_shared_features,spearman,top_k,top_k_jaccard
43,CD4 TCM_3,RNA,P4,P8,2870,0.7473830823769283,20,0.5384615384615384
43,CD4 TCM_3,RNA,P5,P6,2856,0.7830447275943689,20,0.3793103448275862
43,CD4 TCM_3,RNA,P5,P7,2795,0.7918718610621319,20,0.48148148148148145
43,CD4 TCM_3,RNA,P5,P8,2840,0.746548391752656,20,0.42857142857142855
43,CD4 TCM_3,RNA,P6,P7,2868,0.7713719630215331,20,0.3333333333333333
43,CD4 TCM_3,RNA,P6,P8,2801,0.7243403434227756,20,0.42857142857142855
43,CD4 TCM_3,RNA,P7,P8,2831,0.7637441194010299,20,0.3333333333333333
43,CD4 TCM_3,ADT,P1,P2,224,0.6989120222079865,20,0.6666666666666666
43,CD4 TCM_3,ADT,P1,P3,224,0.6745088618407006,20,0.5384615384615384
43,CD4 TCM_3,ADT,P1,P4,224,0.6846209694640188,20,0.6
43,CD4 TCM_3,ADT,P1,P5,224,0.5390219944480035,20,0.3793103448275862
43,CD4 TCM_3,ADT,P1,P6,224,0.5315171898355756,20,0.42857142857142855
43,CD4 TCM_3,ADT,P1,P7,224,0.5545259449071109,20,0.42857142857142855
43,CD4 TCM_3,ADT,P1,P8,224,0.4610399316677345,20,0.42857142857142855
43,CD4 TCM_3,ADT,P2,P3,224,0.695863762545377,20,0.6
43,CD4 TCM_3,ADT,P2,P4,224,0.6957569933803119,20,0.6666666666666666
43,CD4 TCM_3,ADT,P2,P5,224,0.5809876147768525,20,0.42857142857142855
43,CD4 TCM_3,ADT,P2,P6,224,0.5620521033525518,20,0.42857142857142855
43,CD4 TCM_3,ADT,P2,P7,224,0.5315759128763614,20,0.48148148148148145
43,CD4 TCM_3,ADT,P2,P8,224,0.5583642963912023,20,0.3793103448275862
43,CD4 TCM_3,ADT,P3,P4,224,0.6780503950459108,20,0.5384615384615384
43,CD4 TCM_3,ADT,P3,P5,224,0.5688970745248774,20,0.3793103448275862
43,CD4 TCM_3,ADT,P3,P6,224,0.496632500533846,20,0.48148148148148145
43,CD4 TCM_3,ADT,P3,P7,224,0.5048355754857998,20,0.42857142857142855
43,CD4 TCM_3,ADT,P3,P8,224,0.47766816143497765,20,0.3333333333333333
43,CD4 TCM_3,ADT,P4,P5,224,0.6231251334614565,20,0.42857142857142855
43,CD4 TCM_3,ADT,P4,P6,224,0.5800106769165067,20,0.42857142857142855
43,CD4 TCM_3,ADT,P4,P7,224,0.5821855648088834,20,0.48148148148148145
43,CD4 TCM_3,ADT,P4,P8,224,0.5680578688874653,20,0.3793103448275862
43,CD4 TCM_3,ADT,P5,P6,224,0.7627001921844971,20,0.6
43,CD4 TCM_3,ADT,P5,P7,224,0.7590401452060646,20,0.6666666666666666
43,CD4 TCM_3,ADT,P5,P8,224,0.6715139867606237,20,0.48148148148148145
43,CD4 TCM_3,ADT,P6,P7,224,0.7278731582319028,20,0.42857142857142855
43,CD4 TCM_3,ADT,P6,P8,224,0.6633995302156738,20,0.42857142857142855
43,CD4 TCM_3,ADT,P7,P8,224,0.723334401024984,20,0.48148148148148145
43,CD8 Naive,RNA,P1,P2,2945,0.8198960086387098,20,0.48148148148148145
43,CD8 Naive,RNA,P1,P3,2934,0.7962285806083426,20,0.3793103448275862
43,CD8 Naive,RNA,P1,P4,2905,0.7990225264083719,20,0.42857142857142855
43,CD8 Naive,RNA,P1,P5,2870,0.7860842474023705,20,0.17647058823529413
43,CD8 Naive,RNA,P1,P6,2823,0.78253616112082,20,0.25
43,CD8 Naive,RNA,P1,P7,2787,0.7667526908911515,20,0.21212121212121213
43,CD8 Naive,RNA,P1,P8,2903,0.8047708772843628,20,0.3333333333333333
43,CD8 Naive,RNA,P2,P3,2963,0.8400034418375317,20,0.48148148148148145
43,CD8 Naive,RNA,P2,P4,2923,0.8175458563423894,20,0.48148148148148145
43,CD8 Naive,RNA,P2,P5,2894,0.7954182184044744,20,0.14285714285714285
43,CD8 Naive,RNA,P2,P6,2850,0.7954064396346883,20,0.3333333333333333
43,CD8 Naive,RNA,P2,P7,2817,0.7823755814813983,20,0.3333333333333333
43,CD8 Naive,RNA,P2,P8,2880,0.8106535756351281,20,0.48148148148148145
43,CD8 Naive,RNA,P3,P4,2932,0.8269248266009713,20,0.5384615384615384
43,CD8 Naive,RNA,P3,P5,2889,0.7765718475045,20,0.17647058823529413
43,CD8 Naive,RNA,P3,P6,2854,0.7795400482452649,20,0.2903225806451613
43,CD8 Naive,RNA,P3,P7,2823,0.7704138527902374,20,0.3333333333333333
43,CD8 Naive,RNA,P3,P8,2889,0.7919819904426652,20,0.3333333333333333
43,CD8 Naive,RNA,P4,P5,2932,0.8071004358958233,20,0.14285714285714285
43,CD8 Naive,RNA,P4,P6,2841,0.8040580157303182,20,0.2903225806451613
43,CD8 Naive,RNA,P4,P7,2809,0.7946729220717633,20,0.3793103448275862
43,CD8 Naive,RNA,P4,P8,2870,0.8044551089226618,20,0.3793103448275862
43,CD8 Naive,RNA,P5,P6,2856,0.8203790348165807,20,0.08108108108108109
43,CD8 Naive,RNA,P5,P7,2795,0.8153901546645098,20,0.17647058823529413
43,CD8 Naive,RNA,P5,P8,2840,0.8133687944579524,20,0.17647058823529413
43,CD8 Naive,RNA,P6,P7,2868,0.818263818586935,20,0.21212121212121213
43,CD8 Naive,RNA,P6,P8,2801,0.8081283427607477,20,0.3333333333333333
43,CD8 Naive,RNA,P7,P8,2831,0.8001451625262278,20,0.48148148148148145
43,CD8 Naive,ADT,P1,P2,224,0.7161338885329918,20,0.6
43,CD8 Naive,ADT,P1,P3,224,0.6492643604527013,20,0.6
43,CD8 Naive,ADT,P1,P4,224,0.6709683963271408,20,0.5384615384615384
43,CD8 Naive,ADT,P1,P5,224,0.5338191330343798,20,0.42857142857142855
43,CD8 Naive,ADT,P1,P6,224,0.44743006619688236,20,0.42857142857142855
43,CD8 Naive,ADT,P1,P7,224,0.4311616485159087,20,0.3333333333333333
43,CD8 Naive,ADT,P1,P8,224,0.4588415545590434,20,0.3793103448275862
43,CD8 Naive,ADT,P2,P3,224,0.6980226350629939,20,0.6
43,CD8 Naive,ADT,P2,P4,224,0.6547747170617126,20,0.6
43,CD8 Naive,ADT,P2,P5,224,0.4705221012171686,20,0.3333333333333333
43,CD8 Naive,ADT,P2,P6,224,0.4730493273542602,20,0.3793103448275862
43,CD8 Naive,ADT,P2,P7,224,0.41353085628870384,20,0.25
43,CD8 Naive,ADT,P2,P8,224,0.40058509502455697,20,0.3333333333333333
43,CD8 Naive,ADT,P3,P4,224,0.6928614136237455,20,0.6666666666666666
43,CD8 Naive,ADT,P3,P5,224,0.4372015801836431,20,0.48148148148148145
43,CD8 Naive,ADT,P3,P6,224,0.4434828101644246,20,0.3793103448275862
43,CD8 Naive,ADT,P3,P7,224,0.3635895793294897,20,0.3793103448275862
43,CD8 Naive,ADT,P3,P8,224,0.37965833867179166,20,0.3793103448275862
43,CD8 Naive,ADT,P4,P5,224,0.5330503950459108,20,0.42857142857142855
43,CD8 Naive,ADT,P4,P6,224,0.48016122143924844,20,0.3793103448275862
43,CD8 Naive,ADT,P4,P7,224,0.4578155028827675,20,0.3333333333333333
43,CD8 Naive,ADT,P4,P8,224,0.4840059790732437,20,0.48148148148148145
43,CD8 Naive,ADT,P5,P6,224,0.6609192825112109,20,0.5384615384615384
43,CD8 Naive,ADT,P5,P7,224,0.7320595771941064,20,0.6666666666666666
43,CD8 Naive,ADT,P5,P8,224,0.6353715566944267,20,0.6666666666666666
43,CD8 Naive,ADT,P6,P7,224,0.6633504163997438,20,0.42857142857142855
43,CD8 Naive,ADT,P6,P8,224,0.6634102071321804,20,0.42857142857142855
43,CD8 Naive,ADT,P7,P8,224,0.6923136878069613,20,0.6
43,CD8 Naive_2,RNA,P1,P2,2945,0.7145907903682089,20,0.3793103448275862
43,CD8 Naive_2,RNA,P1,P3,2934,0.6361656916419499,20,0.25
43,CD8 Naive_2,RNA,P1,P4,2905,0.6495573218622708,20,0.42857142857142855
43,CD8 Naive_2,RNA,P1,P5,2870,0.6452030061939182,20,0.3793103448275862
43,CD8 Naive_2,RNA,P1,P6,2823,0.6187925398645783,20,0.21212121212121213
43,CD8 Naive_2,RNA,P1,P7,2787,0.6258588821897713,20,0.25
43,CD8 Naive_2,RNA,P1,P8,2903,0.6759908936549291,20,0.42857142857142855
43,CD8 Naive_2,RNA,P2,P3,2963,0.6903530631083142,20,0.21212121212121213
43,CD8 Naive_2,RNA,P2,P4,2923,0.7135251241623137,20,0.42857142857142855
43,CD8 Naive_2,RNA,P2,P5,2894,0.7011435146028181,20,0.25
43,CD8 Naive_2,RNA,P2,P6,2850,0.6757457484840307,20,0.21212121212121213
43,CD8 Naive_2,RNA,P2,P7,2817,0.6830563694385517,20,0.17647058823529413
43,CD8 Naive_2,RNA,P2,P8,2880,0.6831379807078168,20,0.2903225806451613
43,CD8 Naive_2,RNA,P3,P4,2932,0.6998305412976182,20,0.25
43,CD8 Naive_2,RNA,P3,P5,2889,0.6677696958679531,20,0.17647058823529413
43,CD8 Naive_2,RNA,P3,P6,2854,0.6479018839820855,20,0.2903225806451613
43,CD8 Naive_2,RNA,P3,P7,2823,0.6533903894012107,20,0.17647058823529413
43,CD8 Naive_2,RNA,P3,P8,2889,0.6666927128882838,20,0.3333333333333333
43,CD8 Naive_2,RNA,P4,P5,2932,0.7218583915531593,20,0.42857142857142855
43,CD8 Naive_2,RNA,P4,P6,2841,0.6717718465327157,20,0.21212121212121213
43,CD8 Naive_2,RNA,P4,P7,2809,0.6792475791376755,20,0.21212121212121213
43,CD8 Naive_2,RNA,P4,P8,2870,0.6565984998503374,20,0.3793103448275862
43,CD8 Naive_2,RNA,P5,P6,2856,0.7170473615882299,20,0.21212121212121213
43,CD8 Naive_2,RNA,P5,P7,2795,0.7317830888120566,20,0.3333333333333333
43,CD8 Naive_2,RNA,P5,P8,2840,0.6785199542899731,20,0.3333333333333333
43,CD8 Naive_2,RNA,P6,P7,2868,0.7227023402787729,20,0.2903225806451613
43,CD8 Naive_2,RNA,P6,P8,2801,0.6278441868022275,20,0.2903225806451613
43,CD8 Naive_2,RNA,P7,P8,2831,0.690218458008273,20,0.2903225806451613
43,CD8 Naive_2,ADT,P1,P2,224,0.5643177450352339,20,0.5384615384615384
43,CD8 Naive_2,ADT,P1,P3,224,0.5577001921844972,20,0.48148148148148145
43,CD8 Naive_2,ADT,P1,P4,224,0.5215812513346146,20,0.48148148148148145
43,CD8 Naive_2,ADT,P1,P5,224,0.4940849882553919,20,0.48148148148148145
43,CD8 Naive_2,ADT,P1,P6,224,0.3544896433909887,20,0.48148148148148145
43,CD8 Naive_2,ADT,P1,P7,224,0.45149583600256255,20,0.48148148148148145
43,CD8 Naive_2,ADT,P1,P8,224,0.4207121503309845,20,0.48148148148148145
43,CD8 Naive_2,ADT,P2,P3,224,0.6036632500533846,20,0.48148148148148145
43,CD8 Naive_2,ADT,P2,P4,224,0.4624855861627163,20,0.5384615384615384
43,CD8 Naive_2,ADT,P2,P5,224,0.4129777920136665,20,0.42857142857142855
43,CD8 Naive_2,ADT,P2,P6,224,0.3483098441170191,20,0.6
43,CD8 Naive_2,ADT,P2,P7,224,0.40895045910740985,20,0.42857142857142855
43,CD8 Naive_2,ADT,P2,P8,224,0.4128688874653001,20,0.42857142857142855
43,CD8 Naive_2,ADT,P3,P4,224,0.5571193679265428,20,0.3793103448275862
43,CD8 Naive_2,ADT,P3,P5,224,0.4345366218236174,20,0.42857142857142855
43,CD8 Naive_2,ADT,P3,P6,224,0.3754857997010464,20,0.3793103448275862
43,CD8 Naive_2,ADT,P3,P7,224,0.4531422165278668,20,0.3793103448275862
43,CD8 Naive_2,ADT,P3,P8,224,0.42131005765534923,20,0.3793103448275862
43,CD8 Naive_2,ADT,P4,P5,224,0.5724129831304721,20,0.42857142857142855
43,CD8 Naive_2,ADT,P4,P6,224,0.4685639547298741,20,0.5384615384615384
43,CD8 Naive_2,ADT,P4,P7,224,0.4846487294469358,20,0.3793103448275862
43,CD8 Naive_2,ADT,P4,P8,224,0.47315823190262657,20,0.42857142857142855
43,CD8 Naive_2,ADT,P5,P6,224,0.5803373905616059,20,0.5384615384615384
43,CD8 Naive_2,ADT,P5,P7,224,0.649547298740124,20,0.42857142857142855
43,CD8 Naive_2,ADT,P5,P8,224,0.566632500533846,20,0.48148148148148145
43,CD8 Naive_2,ADT,P6,P7,224,0.5055915011744609,20,0.48148148148148145
43,CD8 Naive_2,ADT,P6,P8,224,0.443037582746103,20,0.6
43,CD8 Naive_2,ADT,P7,P8,224,0.5711168054665813,20,0.5384615384615384
43,CD8 TCM_1,RNA,P1,P2,2945,0.7767735205379649,20,0.48148148148148145
43,CD8 TCM_1,RNA,P1,P3,2934,0.7420675877143608,20,0.5384615384615384
43,CD8 TCM_1,RNA,P1,P4,2905,0.7228888657545535,20,0.42857142857142855
43,CD8 TCM_1,RNA,P1,P5,2870,0.7347267869358802,20,0.3333333333333333
43,CD8 TCM_1,RNA,P1,P6,2823,0.7362576049624205,20,0.3793103448275862
43,CD8 TCM_1,RNA,P1,P7,2787,0.7321152470848346,20,0.3793103448275862
43,CD8 TCM_1,RNA,P1,P8,2903,0.7859654788734179,20,0.48148148148148145
43,CD8 TCM_1,RNA,P2,P3,2963,0.7853919790530599,20,0.6666666666666666
43,CD8 TCM_1,RNA,P2,P4,2923,0.7358087964682587,20,0.48148148148148145
43,CD8 TCM_1,RNA,P2,P5,2894,0.7233267547629099,20,0.48148148148148145
43,CD8 TCM_1,RNA,P2,P6,2850,0.7383990705762117,20,0.42857142857142855
43,CD8 TCM_1,RNA,P2,P7,2817,0.7313848124110129,20,0.3793103448275862
43,CD8 TCM_1,RNA,P2,P8,2880,0.7374654109881692,20,0.5384615384615384
43,CD8 TCM_1,RNA,P3,P4,2932,0.7783799871340671,20,0.48148148148148145
43,CD8 TCM_1,RNA,P3,P5,2889,0.7493195944250448,20,0.48148148148148145
43,CD8 TCM_1,RNA,P3,P6,2854,0.7320727214000418,20,0.3793103448275862
43,CD8 TCM_1,RNA,P3,P7,2823,0.7357985201767294,20,0.3333333333333333
43,CD8 TCM_1,RNA,P3,P8,2889,0.7231639391987724,20,0.6
43,CD8 TCM_1,RNA,P4,P5,2932,0.7723719495436457,20,0.42857142857142855
43,CD8 TCM_1,RNA,P4,P6,2841,0.7253190954452898,20,0.3793103448275862
43,CD8 TCM_1,RNA,P4,P7,2809,0.730138271830646,20,0.3793103448275862
43,CD8 TCM_1,RNA,P4,P8,2870,0.725273469841854,20,0.48148148148148145
43,CD8 TCM_1,RNA,P5,P6,2856,0.7985713512522233,20,0.3793103448275862
43,CD8 TCM_1,RNA,P5,P7,2795,0.7942537453712677,20,0.3333333333333333
43,CD8 TCM_1,RNA,P5,P8,2840,0.7671236651111942,20,0.5384615384615384
43,CD8 TCM_1,RNA,P6,P7,2868,0.8002318729042464,20,0.42857142857142855
43,CD8 TCM_1,RNA,P6,P8,2801,0.7502059030615404,20,0.42857142857142855
43,CD8 TCM_1,RNA,P7,P8,2831,0.7746536233408782,20,0.42857142857142855
43,CD8 TCM_1,ADT,P1,P2,224,0.7215759128763615,20,0.6666666666666666
43,CD8 TCM_1,ADT,P1,P3,224,0.6708327994875081,20,0.6666666666666666
43,CD8 TCM_1,ADT,P1,P4,224,0.7007484518471067,20,0.5384615384615384
43,CD8 TCM_1,ADT,P1,P5,224,0.5075677984198165,20,0.42857142857142855
43,CD8 TCM_1,ADT,P1,P6,224,0.4390956651718984,20,0.5384615384615384
43,CD8 TCM_1,ADT,P1,P7,224,0.45788703822336113,20,0.2903225806451613
43,CD8 TCM_1,ADT,P1,P8,224,0.4899893230834935,20,0.3793103448275862
43,CD8 TCM_1,ADT,P2,P3,224,0.6783130471919712,20,0.5384615384615384
43,CD8 TCM_1,ADT,P2,P4,224,0.6629500320307495,20,0.48148148148148145
43,CD8 TCM_1,ADT,P2,P5,224,0.5249786461669871,20,0.5384615384615384
43,CD8 TCM_1,ADT,P2,P6,224,0.5142643604527013,20,0.5384615384615384
43,CD8 TCM_1,ADT,P2,P7,224,0.47244714926329284,20,0.2903225806451613
43,CD8 TCM_1,ADT,P2,P8,224,0.5186280162289132,20,0.42857142857142855
43,CD8 TCM_1,ADT,P3,P4,224,0.7041010036301517,20,0.5384615384615384
43,CD8 TCM_1,ADT,P3,P5,224,0.4840102498398463,20,0.3793103448275862
43,CD8 TCM_1,ADT,P3,P6,224,0.49904548366431783,20,0.42857142857142855
43,CD8 TCM_1,ADT,P3,P7,224,0.4535169762972454,20,0.25
43,CD8 TCM_1,ADT,P3,P8,224,0.4711819346572711,20,0.3793103448275862
43,CD8 TCM_1,ADT,P4,P5,224,0.581185137732223,20,0.3793103448275862
43,CD8 TCM_1,ADT,P4,P6,224,0.5042398035447363,20,0.48148148148148145
43,CD8 TCM_1,ADT,P4,P7,224,0.5427087337177023,20,0.25
43,CD8 TCM_1,ADT,P4,P8,224,0.6009385009609226,20,0.25
43,CD8 TCM_1,ADT,P5,P6,224,0.6879863335468718,20,0.6
43,CD8 TCM_1,ADT,P5,P7,224,0.6773297031817211,20,0.48148148148148145
43,CD8 TCM_1,ADT,P5,P8,224,0.6949935938500962,20,0.5384615384615384
43,CD8 TCM_1,ADT,P6,P7,224,0.7160046978432629,20,0.42857142857142855
43,CD8 TCM_1,ADT,P6,P8,224,0.6998035447362804,20,0.48148148148148145
43,CD8 TCM_1,ADT,P7,P8,224,0.6979863335468719,20,0.42857142857142855
41,CD4 TEM_4,RNA,P2,P3,2963,0.5584598082798072,20,0.14285714285714285
41,CD4 TEM_4,RNA,P2,P4,2923,0.5309803285897026,20,0.1111111111111111
41,CD4 TEM_4,RNA,P2,P5,2894,0.5348133791073246,20,0.14285714285714285
41,CD4 TEM_4,RNA,P2,P6,2850,0.5175687964478601,20,0.08108108108108109
41,CD4 TEM_4,RNA,P2,P7,2817,0.5040069177485152,20,0.14285714285714285
41,CD4 TEM_4,RNA,P2,P8,2880,0.4136966348214821,20,0.02564102564102564
41,CD4 TEM_4,RNA,P3,P4,2932,0.6764771868898558,20,0.17647058823529413
41,CD4 TEM_4,RNA,P3,P5,2889,0.6329361056439925,20,0.17647058823529413
41,CD4 TEM_4,RNA,P3,P6,2854,0.6190932172783993,20,0.14285714285714285
41,CD4 TEM_4,RNA,P3,P7,2823,0.6243973331051997,20,0.17647058823529413
41,CD4 TEM_4,RNA,P3,P8,2889,0.5438005039115266,20,0.21212121212121213
41,CD4 TEM_4,RNA,P4,P5,2932,0.6050441547325455,20,0.14285714285714285
41,CD4 TEM_4,RNA,P4,P6,2841,0.6387257602344945,20,0.1111111111111111
41,CD4 TEM_4,RNA,P4,P7,2809,0.6129102671897247,20,0.1111111111111111
41,CD4 TEM_4,RNA,P4,P8,2870,0.5522846887763057,20,0.08108108108108109
41,CD4 TEM_4,RNA,P5,P6,2856,0.62425056145153,20,0.1111111111111111
41,CD4 TEM_4,RNA,P5,P7,2795,0.6251068721315411,20,0.3333333333333333
41,CD4 TEM_4,RNA,P5,P8,2840,0.5486186060429845,20,0.1111111111111111
41,CD4 TEM_4,RNA,P6,P7,2868,0.6311373381534127,20,0.08108108108108109
41,CD4 TEM_4,RNA,P6,P8,2801,0.5282639443217686,20,0.08108108108108109
41,CD4 TEM_4,RNA,P7,P8,2831,0.5694360770638695,20,0.1111111111111111
41,CD4 TEM_4,ADT,P2,P3,224,0.31406256673072824,20,0.3333333333333333
41,CD4 TEM_4,ADT,P2,P4,224,0.2917713004484305,20,0.2903225806451613
41,CD4 TEM_4,ADT,P2,P5,224,0.3131902626521461,20,0.3333333333333333
41,CD4 TEM_4,ADT,P2,P6,224,0.2463250053384583,20,0.17647058823529413
41,CD4 TEM_4,ADT,P2,P7,224,0.2654281443519112,20,0.25
41,CD4 TEM_4,ADT,P2,P8,224,0.22776532137518687,20,0.21212121212121213
41,CD4 TEM_4,ADT,P3,P4,224,0.36120969464018793,20,0.3793103448275862
41,CD4 TEM_4,ADT,P3,P5,224,0.3874951953875721,20,0.3333333333333333
41,CD4 TEM_4,ADT,P3,P6,224,0.41087230407858216,20,0.2903225806451613
41,CD4 TEM_4,ADT,P3,P7,224,0.41695921417894516,20,0.3793103448275862
41,CD4 TEM_4,ADT,P3,P8,224,0.22251334614563317,20,0.2903225806451613
41,CD4 TEM_4,ADT,P4,P5,224,0.3059555840273329,20,0.3333333333333333
41,CD4 TEM_4,ADT,P4,P6,224,0.29369741618620543,20,0.21212121212121213
41,CD4 TEM_4,ADT,P4,P7,224,0.20527973521247064,20,0.3333333333333333
41,CD4 TEM_4,ADT,P4,P8,224,0.19813047191970962,20,0.21212121212121213
41,CD4 TEM_4,ADT,P5,P6,224,0.448870382233611,20,0.3333333333333333
41,CD4 TEM_4,ADT,P5,P7,224,0.41877749306000434,20,0.3793103448275862
41,CD4 TEM_4,ADT,P5,P8,224,0.35462096946401883,20,0.21212121212121213
41,CD4 TEM_4,ADT,P6,P7,224,0.40519645526371983,20,0.42857142857142855
41,CD4 TEM_4,ADT,P6,P8,224,0.3701548152893445,20,0.25
41,CD4 TEM_4,ADT,P7,P8,224,0.36753469997864624,20,0.25
42,CD4 TEM_4,RNA,P3,P4,2932,0.408849609156442,20,0.08108108108108109
42,CD4 TEM_4,RNA,P3,P5,2889,0.4021056859756111,20,0.05263157894736842
42,CD4 TEM_4,RNA,P3,P6,2854,0.4025523897996348,20,0.05263157894736842
42,CD4 TEM_4,RNA,P3,P7,2823,0.46150040904009815,20,0.1111111111111111
42,CD4 TEM_4,RNA,P3,P8,2889,0.3719602175707694,20,0.17647058823529413
42,CD4 TEM_4,RNA,P4,P5,2932,0.5495803686378509,20,0.05263157894736842
42,CD4 TEM_4,RNA,P4,P6,2841,0.508926098347567,20,0.0
42,CD4 TEM_4,RNA,P4,P7,2809,0.5725589790952269,20,0.05263157894736842
42,CD4 TEM_4,RNA,P4,P8,2870,0.4437534297654412,20,0.08108108108108109
42,CD4 TEM_4,RNA,P5,P6,2856,0.5537131116368326,20,0.05263157894736842
42,CD4 TEM_4,RNA,P5,P7,2795,0.6283297135475634,20,0.1111111111111111
42,CD4 TEM_4,RNA,P5,P8,2840,0.5022302722575398,20,0.1111111111111111
42,CD4 TEM_4,RNA,P6,P7,2868,0.642797986571175,20,0.25
42,CD4 TEM_4,RNA,P6,P8,2801,0.48936378477336623,20,0.05263157894736842
42,CD4 TEM_4,RNA,P7,P8,2831,0.5561109957905578,20,0.08108108108108109
42,CD4 TEM_4,ADT,P3,P4,224,0.2207569933803118,20,0.25
42,CD4 TEM_4,ADT,P3,P5,224,0.08877856075165493,20,0.21212121212121213
42,CD4 TEM_4,ADT,P3,P6,224,0.21401452060644888,20,0.2903225806451613
42,CD4 TEM_4,ADT,P3,P7,224,0.23117446081571646,20,0.3793103448275862
42,CD4 TEM_4,ADT,P3,P8,224,0.24062032884902845,20,0.25
42,CD4 TEM_4,ADT,P4,P5,224,0.280790091821482,20,0.3793103448275862
42,CD4 TEM_4,ADT,P4,P6,224,0.31351163783899216,20,0.3333333333333333
42,CD4 TEM_4,ADT,P4,P7,224,0.1836397608370703,20,0.2903225806451613
42,CD4 TEM_4,ADT,P4,P8,224,0.14706171257740766,20,0.17647058823529413
42,CD4 TEM_4,ADT,P5,P6,224,0.32195707879564384,20,0.3793103448275862
42,CD4 TEM_4,ADT,P5,P7,224,0.3644565449498186,20,0.3333333333333333
42,CD4 TEM_4,ADT,P5,P8,224,0.20712790945974804,20,0.21212121212121213
42,CD4 TEM_4,ADT,P6,P7,224,0.45567264573991034,20,0.3793103448275862
42,CD4 TEM_4,ADT,P6,P8,224,0.2603373905616059,20,0.2903225806451613
42,CD4 TEM_4,ADT,P7,P8,224,0.4051484091394406,20,0.3333333333333333
43,CD4 TEM_4,RNA,P3,P4,2932,0.463236761627711,20,0.14285714285714285
43,CD4 TEM_4,RNA,P3,P5,2889,0.47154926920765183,20,0.02564102564102564
43,CD4 TEM_4,RNA,P3,P6,2854,0.33150246310717413,20,0.05263157894736842
43,CD4 TEM_4,RNA,P3,P7,2823,0.4669976133767853,20,0.08108108108108109
43,CD4 TEM_4,RNA,P3,P8,2889,0.40993349807896123,20,0.02564102564102564
43,CD4 TEM_4,RNA,P4,P5,2932,0.6289333002925981,20,0.14285714285714285
43,CD4 TEM_4,RNA,P4,P6,2841,0.47309994977485564,20,0.08108108108108109
43,CD4 TEM_4,RNA,P4,P7,2809,0.6556019641176781,20,0.17647058823529413
43,CD4 TEM_4,RNA,P4,P8,2870,0.5324970209169829,20,0.1111111111111111
43,CD4 TEM_4,RNA,P5,P6,2856,0.4871747388749886,20,0.08108108108108109
43,CD4 TEM_4,RNA,P5,P7,2795,0.6896771575886769,20,0.25
43,CD4 TEM_4,RNA,P5,P8,2840,0.5413043831647589,20,0.14285714285714285
43,CD4 TEM_4,RNA,P6,P7,2868,0.5217382751462388,20,0.14285714285714285
43,CD4 TEM_4,RNA,P6,P8,2801,0.4111994629152352,20,0.08108108108108109
43,CD4 TEM_4,RNA,P7,P8,2831,0.5526687558985282,20,0.14285714285714285
43,CD4 TEM_4,ADT,P3,P4,224,0.27737561392269916,20,0.25
43,CD4 TEM_4,ADT,P3,P5,224,0.18658445440956656,20,0.25
43,CD4 TEM_4,ADT,P3,P6,224,0.18545483664317747,20,0.25
43,CD4 TEM_4,ADT,P3,P7,224,0.18987828315182578,20,0.25
43,CD4 TEM_4,ADT,P3,P8,224,0.19726137091607948,20,0.2903225806451613
43,CD4 TEM_4,ADT,P4,P5,224,0.33106555626735007,20,0.3333333333333333
43,CD4 TEM_4,ADT,P4,P6,224,0.30213004484304934,20,0.3333333333333333
43,CD4 TEM_4,ADT,P4,P7,224,0.25290091821481964,20,0.2903225806451613
43,CD4 TEM_4,ADT,P4,P8,224,0.2527236814008115,20,0.2903225806451613
43,CD4 TEM_4,ADT,P5,P6,224,0.4111947469570788,20,0.42857142857142855
43,CD4 TEM_4,ADT,P5,P7,224,0.381485159086056,20,0.2903225806451613
43,CD4 TEM_4,ADT,P5,P8,224,0.34098868246850317,20,0.25
43,CD4 TEM_4,ADT,P6,P7,224,0.39295643818065346,20,0.3793103448275862
43,CD4 TEM_4,ADT,P6,P8,224,0.36277065983344015,20,0.25
43,CD4 TEM_4,ADT,P7,P8,224,0.41186632500533854,20,0.3333333333333333
